GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Family households:,Margin of Error; Owner occupied: - Family households:,Estimate; Owner occupied: - Family households: - Married-couple family:,Margin of Error; Owner occupied: - Family households: - Married-couple family:,Estimate; Owner occupied: - Family households: - Married-couple family: - With own children of the householder under 18 years,Margin of Error; Owner occupied: - Family households: - Married-couple family: - With own children of the householder under 18 years,Estimate; Owner occupied: - Family households: - Married-couple family: - No own children of the householder under 18 years,Margin of Error; Owner occupied: - Family households: - Married-couple family: - No own children of the householder under 18 years,Estimate; Owner occupied: - Family households: - Other family:,Margin of Error; Owner occupied: - Family households: - Other family:,"Estimate; Owner occupied: - Family households: - Other family: - Male householder, no wife present:","Margin of Error; Owner occupied: - Family households: - Other family: - Male householder, no wife present:","Estimate; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - With own children of the householder under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - With own children of the householder under 18 years","Estimate; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - No own children of the householder under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - No own children of the householder under 18 years","Estimate; Owner occupied: - Family households: - Other family: - Female householder, no husband present:","Margin of Error; Owner occupied: - Family households: - Other family: - Female householder, no husband present:","Estimate; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - With own children of the householder under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - With own children of the householder under 18 years","Estimate; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - No own children of the householder under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - No own children of the householder under 18 years",Estimate; Owner occupied: - Nonfamily households,Margin of Error; Owner occupied: - Nonfamily households,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Family households:,Margin of Error; Renter occupied: - Family households:,Estimate; Renter occupied: - Family households: - Married-couple family:,Margin of Error; Renter occupied: - Family households: - Married-couple family:,Estimate; Renter occupied: - Family households: - Married-couple family: - With own children of the householder under 18 years,Margin of Error; Renter occupied: - Family households: - Married-couple family: - With own children of the householder under 18 years,Estimate; Renter occupied: - Family households: - Married-couple family: - No own children of the householder under 18 years,Margin of Error; Renter occupied: - Family households: - Married-couple family: - No own children of the householder under 18 years,Estimate; Renter occupied: - Family households: - Other family:,Margin of Error; Renter occupied: - Family households: - Other family:,"Estimate; Renter occupied: - Family households: - Other family: - Male householder, no wife present:","Margin of Error; Renter occupied: - Family households: - Other family: - Male householder, no wife present:","Estimate; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - With own children of the householder under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - With own children of the householder under 18 years","Estimate; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - No own children of the householder under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - No own children of the householder under 18 years","Estimate; Renter occupied: - Family households: - Other family: - Female householder, no husband present:","Margin of Error; Renter occupied: - Family households: - Other family: - Female householder, no husband present:","Estimate; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - With own children of the householder under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - With own children of the householder under 18 years","Estimate; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - No own children of the householder under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - No own children of the householder under 18 years",Estimate; Renter occupied: - Nonfamily households,Margin of Error; Renter occupied: - Nonfamily households
0400000US09,09,Connecticut,1354713,3509,900223,5427,665700,4966,553848,4903,209893,3499,343955,2812,111852,2485,34420,1143,12497,798,21923,861,77432,1816,30093,1204,47339,1382,234523,2487,454490,3843,228713,3294,106998,2287,53479,1668,53519,1541,121715,2618,25604,1296,13179,866,12425,863,96111,2332,64266,1886,31845,1333,225777,2562
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",7210,209,5612,270,4344,242,3721,234,1607,207,2114,199,623,144,230,118,80,88,150,63,393,105,198,79,195,75,1268,189,1598,241,774,182,459,160,192,73,267,137,315,123,45,49,19,30,26,40,270,113,221,99,49,47,824,193
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",50357,772,20657,697,14498,644,9574,511,3727,371,5847,420,4924,438,1288,296,327,154,961,222,3636,367,1223,284,2413,297,6159,503,29700,756,17878,764,6837,563,3780,421,3057,355,11041,646,2284,287,1122,231,1162,227,8757,562,5671,413,3086,353,11822,638
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",6042,246,4951,304,3976,247,3491,241,1509,154,1982,221,485,137,99,59,13,14,86,55,386,130,164,91,222,93,975,212,1091,218,631,201,454,190,242,142,212,116,177,100,95,93,70,87,25,29,82,54,41,47,41,37,460,159
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",29426,662,17344,643,12578,508,9941,438,3634,325,6307,358,2637,422,988,250,327,167,661,167,1649,298,652,193,997,208,4766,432,12082,624,7127,516,4056,439,2087,289,1969,352,3071,404,1014,267,481,193,533,183,2057,366,1326,288,731,219,4955,481
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",6618,172,5653,206,4921,172,4539,166,2766,172,1773,148,382,114,98,56,67,40,31,39,284,109,180,89,104,54,732,113,965,160,639,139,529,129,337,106,192,73,110,55,14,22,14,22,0,22,96,52,53,37,43,44,326,92
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2672,117,2528,108,1975,104,1760,123,824,102,936,125,215,82,125,60,64,46,61,40,90,51,44,34,46,36,553,93,144,66,95,57,69,50,10,16,59,47,26,29,9,14,9,14,0,17,17,26,17,26,0,17,49,32
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",20155,343,16539,421,13033,363,11565,358,5764,294,5801,291,1468,199,438,113,174,71,264,72,1030,177,321,96,709,146,3506,298,3616,302,2045,276,1418,234,732,147,686,164,627,157,143,69,123,62,20,23,484,148,352,120,132,83,1571,220
