GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Family households:,Margin of Error; Owner occupied: - Family households:,Estimate; Owner occupied: - Family households: - Married-couple family:,Margin of Error; Owner occupied: - Family households: - Married-couple family:,Estimate; Owner occupied: - Family households: - Married-couple family: - With own children under 18 years,Margin of Error; Owner occupied: - Family households: - Married-couple family: - With own children under 18 years,Estimate; Owner occupied: - Family households: - Married-couple family: - No own children under 18 years,Margin of Error; Owner occupied: - Family households: - Married-couple family: - No own children under 18 years,Estimate; Owner occupied: - Family households: - Other family:,Margin of Error; Owner occupied: - Family households: - Other family:,"Estimate; Owner occupied: - Family households: - Other family: - Male householder, no wife present:","Margin of Error; Owner occupied: - Family households: - Other family: - Male householder, no wife present:","Estimate; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - With own children under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - With own children under 18 years","Estimate; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - No own children under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - No own children under 18 years","Estimate; Owner occupied: - Family households: - Other family: - Female householder, no husband present:","Margin of Error; Owner occupied: - Family households: - Other family: - Female householder, no husband present:","Estimate; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - With own children under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - With own children under 18 years","Estimate; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - No own children under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - No own children under 18 years",Estimate; Owner occupied: - Nonfamily households,Margin of Error; Owner occupied: - Nonfamily households,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Family households:,Margin of Error; Renter occupied: - Family households:,Estimate; Renter occupied: - Family households: - Married-couple family:,Margin of Error; Renter occupied: - Family households: - Married-couple family:,Estimate; Renter occupied: - Family households: - Married-couple family: - With own children under 18 years,Margin of Error; Renter occupied: - Family households: - Married-couple family: - With own children under 18 years,Estimate; Renter occupied: - Family households: - Married-couple family: - No own children under 18 years,Margin of Error; Renter occupied: - Family households: - Married-couple family: - No own children under 18 years,Estimate; Renter occupied: - Family households: - Other family:,Margin of Error; Renter occupied: - Family households: - Other family:,"Estimate; Renter occupied: - Family households: - Other family: - Male householder, no wife present:","Margin of Error; Renter occupied: - Family households: - Other family: - Male householder, no wife present:","Estimate; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - With own children under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - With own children under 18 years","Estimate; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - No own children under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - No own children under 18 years","Estimate; Renter occupied: - Family households: - Other family: - Female householder, no husband present:","Margin of Error; Renter occupied: - Family households: - Other family: - Female householder, no husband present:","Estimate; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - With own children under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - With own children under 18 years","Estimate; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - No own children under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - No own children under 18 years",Estimate; Renter occupied: - Nonfamily households,Margin of Error; Renter occupied: - Nonfamily households
0400000US09,09,Connecticut,1360115,3316,937339,4501,699333,4344,587336,4749,248739,3501,338597,2764,111997,1866,32131,1184,12450,711,19681,1000,79866,1723,34518,1202,45348,1221,238006,2593,422776,3649,209491,3108,94693,2195,47661,1572,47032,1630,114798,2136,22927,1315,11895,965,11032,826,91871,1854,64734,1748,27137,1271,213285,2718
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",6740,209,5333,246,4503,225,4075,250,1790,173,2285,230,428,122,116,66,30,36,86,57,312,109,177,87,135,69,830,166,1407,211,665,165,411,138,209,117,202,91,254,112,73,59,58,59,15,17,181,96,136,79,45,52,742,159
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",51014,869,22733,976,15403,707,10906,662,4742,401,6164,501,4497,350,992,229,306,141,686,163,3505,298,1477,266,2028,307,7330,615,28281,949,16400,747,5983,477,3492,450,2491,315,10417,666,1921,317,825,209,1096,309,8496,593,5945,538,2551,300,11881,660
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",5872,134,5129,197,4228,203,3752,202,1532,143,2220,201,476,137,146,78,71,47,75,57,330,111,116,68,214,92,901,181,743,189,442,150,302,127,173,95,129,80,140,84,23,26,9,13,14,23,117,72,68,54,49,54,301,92
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",29465,751,18404,659,12628,483,10891,548,4482,347,6409,475,1737,296,548,162,139,81,409,154,1189,218,438,153,751,187,5776,511,11061,552,6365,409,3262,414,1984,341,1278,312,3103,416,974,267,477,189,497,176,2129,363,1461,301,668,213,4696,533
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",6557,167,5817,199,4969,168,4539,159,2819,151,1720,146,430,98,100,51,63,36,37,34,330,96,209,84,121,58,848,150,740,133,386,115,246,88,134,64,112,59,140,82,0,92,0,92,0,92,140,82,128,81,12,16,354,94
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2507,105,2441,115,2057,89,1840,117,914,86,926,115,217,97,75,59,24,25,51,52,142,83,59,49,83,55,384,109,66,43,42,32,42,32,26,27,16,19,0,92,0,92,0,92,0,92,0,92,0,92,0,92,24,28
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",19765,389,16873,422,13321,370,11695,333,6165,227,5530,278,1626,225,349,100,130,57,219,74,1277,188,564,147,713,132,3552,274,2892,307,1154,159,719,138,353,108,366,111,435,118,156,76,54,33,102,69,279,104,176,73,103,64,1738,244
