GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Family households:,Margin of Error; Owner occupied: - Family households:,Estimate; Owner occupied: - Family households: - Married-couple family:,Margin of Error; Owner occupied: - Family households: - Married-couple family:,Estimate; Owner occupied: - Family households: - Married-couple family: - With own children under 18 years,Margin of Error; Owner occupied: - Family households: - Married-couple family: - With own children under 18 years,Estimate; Owner occupied: - Family households: - Married-couple family: - No own children under 18 years,Margin of Error; Owner occupied: - Family households: - Married-couple family: - No own children under 18 years,Estimate; Owner occupied: - Family households: - Other family:,Margin of Error; Owner occupied: - Family households: - Other family:,"Estimate; Owner occupied: - Family households: - Other family: - Male householder, no wife present:","Margin of Error; Owner occupied: - Family households: - Other family: - Male householder, no wife present:","Estimate; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - With own children under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - With own children under 18 years","Estimate; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - No own children under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Male householder, no wife present: - No own children under 18 years","Estimate; Owner occupied: - Family households: - Other family: - Female householder, no husband present:","Margin of Error; Owner occupied: - Family households: - Other family: - Female householder, no husband present:","Estimate; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - With own children under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - With own children under 18 years","Estimate; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - No own children under 18 years","Margin of Error; Owner occupied: - Family households: - Other family: - Female householder, no husband present: - No own children under 18 years",Estimate; Owner occupied: - Nonfamily households,Margin of Error; Owner occupied: - Nonfamily households,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Family households:,Margin of Error; Renter occupied: - Family households:,Estimate; Renter occupied: - Family households: - Married-couple family:,Margin of Error; Renter occupied: - Family households: - Married-couple family:,Estimate; Renter occupied: - Family households: - Married-couple family: - With own children under 18 years,Margin of Error; Renter occupied: - Family households: - Married-couple family: - With own children under 18 years,Estimate; Renter occupied: - Family households: - Married-couple family: - No own children under 18 years,Margin of Error; Renter occupied: - Family households: - Married-couple family: - No own children under 18 years,Estimate; Renter occupied: - Family households: - Other family:,Margin of Error; Renter occupied: - Family households: - Other family:,"Estimate; Renter occupied: - Family households: - Other family: - Male householder, no wife present:","Margin of Error; Renter occupied: - Family households: - Other family: - Male householder, no wife present:","Estimate; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - With own children under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - With own children under 18 years","Estimate; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - No own children under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Male householder, no wife present: - No own children under 18 years","Estimate; Renter occupied: - Family households: - Other family: - Female householder, no husband present:","Margin of Error; Renter occupied: - Family households: - Other family: - Female householder, no husband present:","Estimate; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - With own children under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - With own children under 18 years","Estimate; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - No own children under 18 years","Margin of Error; Renter occupied: - Family households: - Other family: - Female householder, no husband present: - No own children under 18 years",Estimate; Renter occupied: - Nonfamily households,Margin of Error; Renter occupied: - Nonfamily households
0400000US09,09,Connecticut,1360184,3254,929560,4125,691726,4230,577677,4658,240004,3457,337673,2647,114049,2308,33587,1045,12932,682,20655,906,80462,2076,34689,1393,45773,1264,237834,2931,430624,3459,215874,2940,98126,2594,50269,1820,47857,1744,117748,2502,23463,1162,12297,884,11166,652,94285,2223,65620,1757,28665,1344,214750,2445
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",6838,187,5335,257,4510,202,3981,198,1646,122,2335,207,529,125,164,65,38,31,126,54,365,107,196,95,169,75,825,171,1503,199,762,188,434,142,247,121,187,81,328,130,56,57,41,55,15,17,272,127,199,105,73,75,741,160
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",50824,813,22123,695,14946,593,10373,598,4503,420,5870,490,4573,395,1156,258,441,170,715,172,3417,330,1322,258,2095,256,7177,481,28701,722,16672,723,5984,539,3552,414,2432,339,10688,656,2037,305,1016,230,1021,235,8651,618,5787,519,2864,369,12029,605
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",5833,206,5099,283,4239,249,3724,252,1527,168,2197,202,515,156,150,84,57,47,93,63,365,123,181,103,184,68,860,170,734,158,386,136,285,131,154,123,131,73,101,59,21,24,10,15,11,18,80,56,71,54,9,14,348,127
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",29344,614,18137,656,12764,565,10785,560,4093,377,6692,429,1979,252,689,209,210,114,479,181,1290,201,512,160,778,175,5373,507,11207,594,6242,500,3232,393,2004,279,1228,261,3010,403,885,206,378,156,507,158,2125,333,1396,257,729,224,4965,476
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",6627,177,5866,194,4984,164,4639,165,2822,141,1817,170,345,83,65,38,49,33,16,17,280,70,177,62,103,39,882,154,761,142,410,122,273,92,168,68,105,63,137,75,0,23,0,23,0,23,137,75,106,72,31,31,351,83
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2527,93,2466,100,2041,95,1803,114,836,91,967,126,238,79,77,51,36,25,41,42,161,70,77,52,84,52,425,94,61,37,45,31,45,31,23,20,22,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,18
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",20227,348,16791,430,13154,322,11484,335,6026,248,5458,314,1670,223,403,107,170,81,233,73,1267,181,523,124,744,141,3637,359,3436,325,1459,226,871,191,452,126,419,127,588,160,124,76,34,29,90,69,464,146,303,114,161,91,1977,281
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",22209,345,15801,418,12223,372,10682,352,5073,247,5609,302,1541,237,383,90,179,71,204,67,1158,217,463,131,695,161,3578,317,6408,391,3913,313,2804,309,1837,265,967,216,1109,235,264,112,97,75,167,91,845,208,534,161,311,143,2495,322
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",6530,196,6103,204,5029,226,4456,246,2038,182,2418,234,573,166,133,93,59,59,74,58,440,124,214,83,226,88,1074,194,427,128,255,97,154,74,79,55,75,56,101,59,60,47,47,42,13,21,41,33,0,19,41,33,172,75
